Compound,Isomer,Breed,Parity,Feed_Type,Scenario,GOF_Passed,Exposure_Stop_Day,Total_Days,Milk_Conc_End_Exposure,t50_depuration_days,t90_depuration_days,t_below_reg_limit_days
PFDoDA,Branched,Saanen,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.004425480104722645,217.02063687441628,252.80449031690026,
PFDoDA,Branched,Saanen,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.003878963903023847,,,
PFDoDA,Branched,Saanen,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.003878963903023847,,,
PFDoDA,Branched,Saanen,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.004425480104722645,217.02063687441628,252.80449031690026,
PFDoDA,Linear,Alpine,primiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.024608095823583725,,,
PFDoDA,Linear,Alpine,primiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.024608095823583725,,,
PFDoDA,Linear,Alpine,primiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.030290329172102604,214.72100484947103,246.10547050874933,
PFDoDA,Linear,Alpine,primiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.004921619164716746,,,
PFDoDA,Linear,Alpine,primiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.004921619164716746,,,
PFDoDA,Linear,Alpine,primiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.006058065834420522,214.72100484947103,246.10547050874933,
PFDoDA,Linear,Alpine,primiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.004921619164716746,,,
PFDoDA,Linear,Alpine,primiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.004921619164716746,,,
PFDoDA,Linear,Alpine,primiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.006058065834420522,214.72100484947103,246.10547050874933,
PFDoDA,Linear,Alpine,multiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.022987057279538006,,,
PFDoDA,Linear,Alpine,multiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.022987057279538006,,,
PFDoDA,Linear,Alpine,multiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.02633027126060493,215.22962704052497,247.77297308885213,
PFDoDA,Linear,Alpine,multiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.004597411455907601,,,
PFDoDA,Linear,Alpine,multiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.004597411455907601,,,
PFDoDA,Linear,Alpine,multiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.0052660542521209865,215.22962704052497,247.77297308885213,
PFDoDA,Linear,Alpine,multiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.004597411455907601,,,
PFDoDA,Linear,Alpine,multiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.004597411455907601,,,
PFDoDA,Linear,Alpine,multiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.0052660542521209865,215.22962704052497,247.77297308885213,
PFDoDA,Linear,Saanen,primiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.024106235670517666,,,
PFDoDA,Linear,Saanen,primiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.024106235670517666,,,
PFDoDA,Linear,Saanen,primiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.029458022514475685,214.79438074528935,246.3445048345436,
PFDoDA,Linear,Saanen,primiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.0048212471341035346,,,
PFDoDA,Linear,Saanen,primiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.0048212471341035346,,,
PFDoDA,Linear,Saanen,primiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.005891604502895136,214.79438074528935,246.3445048345436,
PFDoDA,Linear,Saanen,primiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.0048212471341035346,,,
PFDoDA,Linear,Saanen,primiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.0048212471341035346,,,
PFDoDA,Linear,Saanen,primiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.005891604502895136,214.79438074528935,246.3445048345436,
PFDoDA,Linear,Saanen,multiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.02200936390910833,,,
PFDoDA,Linear,Saanen,multiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.02200936390910833,,,
PFDoDA,Linear,Saanen,multiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.024988664597232427,215.33765680603545,248.10967461029318,
PFDoDA,Linear,Saanen,multiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.004401872781821667,,,
PFDoDA,Linear,Saanen,multiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.004401872781821667,,,
PFDoDA,Linear,Saanen,multiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.004997732919446486,215.33765680603545,248.10967461029318,
PFDoDA,Linear,Saanen,multiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.004401872781821667,,,
PFDoDA,Linear,Saanen,multiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.004401872781821667,,,
PFDoDA,Linear,Saanen,multiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.004997732919446486,215.33765680603545,248.10967461029318,
PFDoDS,Branched,Alpine,primiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.004143053456557554,,,
PFDoDS,Branched,Alpine,primiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.020715267282787768,,,
PFDoDS,Branched,Alpine,primiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.005180593517181363,203.91219266578253,209.9519717410911,
PFDoDS,Branched,Alpine,primiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.004143053456557554,,,
PFDoDS,Branched,Alpine,primiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.020715267282787768,,,
PFDoDS,Branched,Alpine,primiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.005180593517181363,203.91219266578253,209.9519717410911,
PFDoDS,Branched,Alpine,primiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.004143053456557554,,,
PFDoDS,Branched,Alpine,primiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.020715267282787768,,,
PFDoDS,Branched,Alpine,primiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.005180593517181363,203.91219266578253,209.9519717410911,
PFDoDS,Branched,Alpine,multiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.0038034389782663027,,,
PFDoDS,Branched,Alpine,multiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.019017194891331513,,,
PFDoDS,Branched,Alpine,multiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.004403753357151593,203.93048905864958,210.00757762322212,
PFDoDS,Branched,Alpine,multiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.0038034389782663027,,,
PFDoDS,Branched,Alpine,multiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.019017194891331513,,,
PFDoDS,Branched,Alpine,multiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.004403753357151593,203.93048905864958,210.00757762322212,
PFDoDS,Branched,Alpine,multiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.0038034389782663027,,,
PFDoDS,Branched,Alpine,multiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.019017194891331513,,,
PFDoDS,Branched,Alpine,multiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.004403753357151593,203.93048905864958,210.00757762322212,
PFDoDS,Branched,Saanen,primiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.004049286103942933,,,
PFDoDS,Branched,Saanen,primiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.020246430519714666,,,
PFDoDS,Branched,Saanen,primiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.005018792665613971,203.9148819165289,209.96005487172883,
PFDoDS,Branched,Saanen,primiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.004049286103942933,,,
PFDoDS,Branched,Saanen,primiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.020246430519714666,,,
PFDoDS,Branched,Saanen,primiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.005018792665613971,203.9148819165289,209.96005487172883,
PFDoDS,Branched,Saanen,primiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.004049286103942933,,,
PFDoDS,Branched,Saanen,primiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.020246430519714666,,,
PFDoDS,Branched,Saanen,primiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.005018792665613971,203.9148819165289,209.96005487172883,
PFDoDS,Branched,Saanen,multiparous,grass_silage,EXPO_LOW,1.0,300.0,300.0,0.0036290254211072746,,,
PFDoDS,Branched,Saanen,multiparous,grass_silage,EXPO_HIGH,1.0,300.0,300.0,0.018145127105536372,,,
PFDoDS,Branched,Saanen,multiparous,grass_silage,EXPO_DEP,1.0,200.0,300.0,0.004157302364943883,203.93409283842092,210.0215489461913,
PFDoDS,Branched,Saanen,multiparous,maize_silage,EXPO_LOW,1.0,300.0,300.0,0.0036290254211072746,,,
PFDoDS,Branched,Saanen,multiparous,maize_silage,EXPO_HIGH,1.0,300.0,300.0,0.018145127105536372,,,
PFDoDS,Branched,Saanen,multiparous,maize_silage,EXPO_DEP,1.0,200.0,300.0,0.004157302364943883,203.93409283842092,210.0215489461913,
PFDoDS,Branched,Saanen,multiparous,lucerne,EXPO_LOW,1.0,300.0,300.0,0.0036290254211072746,,,
PFDoDS,Branched,Saanen,multiparous,lucerne,EXPO_HIGH,1.0,300.0,300.0,0.018145127105536372,,,
PFDoDS,Branched,Saanen,multiparous,lucerne,EXPO_DEP,1.0,200.0,300.0,0.004157302364943883,203.93409283842092,210.0215489461913,
PFDoDS,Linear,Alpine,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.009671981668184372,,,
PFDoDS,Linear,Alpine,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.04835990834092185,,,
PFDoDS,Linear,Alpine,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.010226079136280914,210.03825196054922,230.8962862436859,
PFDoDS,Linear,Alpine,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.009671981668184372,,,
PFDoDS,Linear,Alpine,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.04835990834092185,,,
PFDoDS,Linear,Alpine,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.010226079136280914,210.03825196054922,230.8962862436859,
PFDoDS,Linear,Alpine,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.009671981668184372,,,
PFDoDS,Linear,Alpine,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.04835990834092185,,,
PFDoDS,Linear,Alpine,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.010226079136280914,210.03825196054922,230.8962862436859,
PFDoDS,Linear,Alpine,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.009583337985397886,,,
PFDoDS,Linear,Alpine,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.04791668992698943,,,
PFDoDS,Linear,Alpine,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.009875172284849373,211.26875375460943,234.92559365065108,
PFDoDS,Linear,Alpine,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.009583337985397886,,,
PFDoDS,Linear,Alpine,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.04791668992698943,,,
PFDoDS,Linear,Alpine,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.009875172284849373,211.26875375460943,234.92559365065108,
PFDoDS,Linear,Alpine,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.009583337985397886,,,
PFDoDS,Linear,Alpine,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.04791668992698943,,,
PFDoDS,Linear,Alpine,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.009875172284849373,211.26875375460943,234.92559365065108,
PFDoDS,Linear,Saanen,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.009588160640756814,,,
PFDoDS,Linear,Saanen,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.04794080320378408,,,
PFDoDS,Linear,Saanen,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.010126583042000696,210.24082543616998,231.55551684817507,
PFDoDS,Linear,Saanen,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.009588160640756814,,,
PFDoDS,Linear,Saanen,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.04794080320378408,,,
PFDoDS,Linear,Saanen,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.010126583042000696,210.24082543616998,231.55551684817507,
PFDoDS,Linear,Saanen,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.009588160640756814,,,
PFDoDS,Linear,Saanen,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.04794080320378408,,,
PFDoDS,Linear,Saanen,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.010126583042000696,210.24082543616998,231.55551684817507,
PFDoDS,Linear,Saanen,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.009385780762764891,,,
PFDoDS,Linear,Saanen,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.04692890381382447,,,
PFDoDS,Linear,Saanen,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.009667327017014586,211.64096629646022,236.15304381674457,
PFDoDS,Linear,Saanen,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.009385780762764891,,,
PFDoDS,Linear,Saanen,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.04692890381382447,,,
PFDoDS,Linear,Saanen,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.009667327017014586,211.64096629646022,236.15304381674457,
PFDoDS,Linear,Saanen,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.009385780762764891,,,
PFDoDS,Linear,Saanen,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.04692890381382447,,,
PFDoDS,Linear,Saanen,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.009667327017014586,211.64096629646022,236.15304381674457,
PFHpA,Linear,Alpine,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.00017322135386145006,,,
PFHpA,Linear,Alpine,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.00017322135386145006,,,
PFHpA,Linear,Alpine,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.00021702259885009975,201.51613259059803,201.93083031175746,
PFHpA,Linear,Alpine,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0003464427077229001,,,
PFHpA,Linear,Alpine,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0003464427077229001,,,
PFHpA,Linear,Alpine,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0004340451977001995,201.51613259059803,201.93083031175746,
PFHpA,Linear,Alpine,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.00011548090257430003,,,
PFHpA,Linear,Alpine,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.00011548090257430003,,,
PFHpA,Linear,Alpine,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.00014468173256673315,201.51613259059803,201.93083031175746,
PFHpA,Linear,Alpine,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0001584788742469112,,,
PFHpA,Linear,Alpine,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0001584788742469112,,,
PFHpA,Linear,Alpine,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.00018375563523096103,201.5164702727217,201.930915870438,
PFHpA,Linear,Alpine,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0003169577484938224,,,
PFHpA,Linear,Alpine,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0003169577484938224,,,
PFHpA,Linear,Alpine,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00036751127046192206,201.5164702727217,201.930915870438,
PFHpA,Linear,Alpine,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.00010565258283127418,,,
PFHpA,Linear,Alpine,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.00010565258283127418,,,
PFHpA,Linear,Alpine,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.0001225037568206407,201.5164702727217,201.930915870438,
PFHpA,Linear,Saanen,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.00016923563978966022,,,
PFHpA,Linear,Saanen,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.00016923563978966022,,,
PFHpA,Linear,Saanen,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.00021010419784056508,201.51617374821691,201.93084024363708,
PFHpA,Linear,Saanen,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.00033847127957932043,,,
PFHpA,Linear,Saanen,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.00033847127957932043,,,
PFHpA,Linear,Saanen,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00042020839568113015,201.51617374821691,201.93084024363708,
PFHpA,Linear,Saanen,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.00011282375985977348,,,
PFHpA,Linear,Saanen,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.00011282375985977348,,,
PFHpA,Linear,Saanen,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.00014006946522704346,201.51617374821691,201.93084024363708,
PFHpA,Linear,Saanen,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0001511237546575979,,,
PFHpA,Linear,Saanen,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0001511237546575979,,,
PFHpA,Linear,Saanen,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.00017331770451656,201.51652354994616,201.93092808009442,
PFHpA,Linear,Saanen,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0003022475093151958,,,
PFHpA,Linear,Saanen,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0003022475093151958,,,
PFHpA,Linear,Saanen,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00034663540903312,201.51652354994616,201.93092808009442,
PFHpA,Linear,Saanen,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.00010074916977173199,,,
PFHpA,Linear,Saanen,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.00010074916977173199,,,
PFHpA,Linear,Saanen,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.00011554513634437334,201.51652354994616,201.93092808009442,
PFHpS,Linear,Alpine,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.001321213621448976,,,
PFHpS,Linear,Alpine,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.001321213621448976,,,
PFHpS,Linear,Alpine,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0016499371789606989,234.7596013557185,,
PFHpS,Linear,Alpine,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.002642427242897952,,,
PFHpS,Linear,Alpine,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.002642427242897952,,,
PFHpS,Linear,Alpine,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0032998743579213978,234.7596013557185,,
PFHpS,Linear,Alpine,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.005284854485795904,,,
PFHpS,Linear,Alpine,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.005284854485795904,,,
PFHpS,Linear,Alpine,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.0065997487158427955,234.7596013557185,,
PFHpS,Linear,Alpine,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0012338387564624106,,,
PFHpS,Linear,Alpine,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0012338387564624106,,,
PFHpS,Linear,Alpine,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0014132053639397152,236.40135115465696,,
PFHpS,Linear,Alpine,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0024676775129248213,,,
PFHpS,Linear,Alpine,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0024676775129248213,,,
PFHpS,Linear,Alpine,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0028264107278794305,236.40135115465696,,
PFHpS,Linear,Alpine,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.0049353550258496425,,,
PFHpS,Linear,Alpine,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.0049353550258496425,,,
PFHpS,Linear,Alpine,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.005652821455758861,236.40135115465696,,
PFHpS,Linear,Saanen,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.001292396044807902,,,
PFHpS,Linear,Saanen,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.001292396044807902,,,
PFHpS,Linear,Saanen,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0015999277964864663,234.9346754193758,,
PFHpS,Linear,Saanen,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.002584792089615804,,,
PFHpS,Linear,Saanen,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.002584792089615804,,,
PFHpS,Linear,Saanen,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0031998555929729326,234.9346754193758,,
PFHpS,Linear,Saanen,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.005169584179231608,,,
PFHpS,Linear,Saanen,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.005169584179231608,,,
PFHpS,Linear,Saanen,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.006399711185945865,234.9346754193758,,
PFHpS,Linear,Saanen,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0011774918228226244,,,
PFHpS,Linear,Saanen,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0011774918228226244,,,
PFHpS,Linear,Saanen,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.001334575800128065,236.61921475304868,,
PFHpS,Linear,Saanen,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.002354983645645249,,,
PFHpS,Linear,Saanen,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.002354983645645249,,,
PFHpS,Linear,Saanen,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00266915160025613,236.61921475304868,,
PFHpS,Linear,Saanen,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.004709967291290498,,,
PFHpS,Linear,Saanen,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.004709967291290498,,,
PFHpS,Linear,Saanen,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.00533830320051226,236.61921475304868,,
PFHxA,Linear,Alpine,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.000570318172608556,,,
PFHxA,Linear,Alpine,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.000570318172608556,,,
PFHxA,Linear,Alpine,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0004994379420893602,,,
PFHxA,Linear,Alpine,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0004942757495940818,,,
PFHxA,Linear,Alpine,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0004942757495940818,,,
PFHxA,Linear,Alpine,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00043284621647744623,,,
PFHxA,Linear,Alpine,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.000570318172608556,,,
PFHxA,Linear,Alpine,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.000570318172608556,,,
PFHxA,Linear,Alpine,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.0004994379420893602,,,
PFHxA,Linear,Alpine,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0005294229218091014,,,
PFHxA,Linear,Alpine,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0005294229218091014,,,
PFHxA,Linear,Alpine,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0004217312080031473,,,
PFHxA,Linear,Alpine,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0004588331989012204,,,
PFHxA,Linear,Alpine,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0004588331989012204,,,
PFHxA,Linear,Alpine,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.00036550038026939447,,,
PFHxA,Linear,Alpine,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.0005294229218091014,,,
PFHxA,Linear,Alpine,multiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.0005294229218091014,,,
PFHxA,Linear,Alpine,multiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.0004217312080031473,,,
PFHxA,Linear,Saanen,primiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.000555894115297175,,,
PFHxA,Linear,Saanen,primiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.000555894115297175,,,
PFHxA,Linear,Saanen,primiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.0004825547405893441,,,
PFHxA,Linear,Saanen,primiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.00048177489992421867,,,
PFHxA,Linear,Saanen,primiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.00048177489992421867,,,
PFHxA,Linear,Saanen,primiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0004182141085107649,,,
PFHxA,Linear,Saanen,primiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.000555894115297175,,,
PFHxA,Linear,Saanen,primiparous,lucerne,EXPO_HIGH,0.0,300.0,300.0,0.000555894115297175,,,
PFHxA,Linear,Saanen,primiparous,lucerne,EXPO_DEP,0.0,200.0,300.0,0.0004825547405893441,,,
PFHxA,Linear,Saanen,multiparous,grass_silage,EXPO_LOW,0.0,300.0,300.0,0.0005016523306350335,,,
PFHxA,Linear,Saanen,multiparous,grass_silage,EXPO_HIGH,0.0,300.0,300.0,0.0005016523306350335,,,
PFHxA,Linear,Saanen,multiparous,grass_silage,EXPO_DEP,0.0,200.0,300.0,0.00039597176917807443,,,
PFHxA,Linear,Saanen,multiparous,maize_silage,EXPO_LOW,0.0,300.0,300.0,0.0004347653532170284,,,
PFHxA,Linear,Saanen,multiparous,maize_silage,EXPO_HIGH,0.0,300.0,300.0,0.0004347653532170284,,,
PFHxA,Linear,Saanen,multiparous,maize_silage,EXPO_DEP,0.0,200.0,300.0,0.0003431755332876635,,,
PFHxA,Linear,Saanen,multiparous,lucerne,EXPO_LOW,0.0,300.0,300.0,0.0005016523306350335,,,
