Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFNA,Linear,E2,0.0,70.5376092900636,0.0,100.0,0.0
PFNA,Linear,E3,0.0,39.45031282161492,0.0,100.0,0.0
PFNA,Linear,E4,0.0,44.054730079656274,0.0,100.0,0.0
