Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_renal,k_a,k_feces
PFHpS,Branched,E2,0.0,0.1066347541808934,0.0,1.0008072052473354,0.0
PFHpS,Branched,E3,0.0,0.1066347541808934,0.0,1.0008072052473354,0.0
PFHpS,Branched,E4,0.0,0.1066347541808934,0.0,1.0008072052473354,0.0
