Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFOS,Linear,E2,67.731324722416,0.11477776011690302,0.002909365165319085,100.0,0.03786354590992615
PFOS,Linear,E3,13.377186977030439,0.0806546310984587,0.0026914454449546315,100.0,0.1737624302073811
PFOS,Linear,E4,55.2831941280831,0.08514701653588905,0.0037695880089779806,100.0,0.058048607105390365
