Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFOS,Branched,E2,3.208296581939449,0.05663274158220754,0.007084132209285295,248.5072419284212,0.7486165591943987
PFOS,Branched,E3,2.8569127985836054,0.032486045645688875,0.008099726732135406,191.50342447354652,0.7348641812749038
PFOS,Branched,E4,4.780299380767865,0.038136184466455385,0.010248943382556075,273.24209243154786,0.7192836075043908
