Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFTrDS,Linear,E2,0.0,130.93415996161102,0.0,0.059826868077169824,0.012077885783607462
PFTrDS,Linear,E3,0.0,88.57417033657988,0.0,0.050231471767284215,0.012023848452107674
PFTrDS,Linear,E4,0.0,96.83104330262223,0.0,0.04332951041367933,0.01256409858252296
