Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFTrDA,Branched,E2,0.0,9.06696452631784,0.0,100.0,0.0
PFTrDA,Branched,E3,0.0,7.714463032806722,0.0,100.0,0.0
PFTrDA,Branched,E4,0.0,8.422158276770523,0.0,100.0,0.0
