Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFPeA,Linear,E2,0.0,316.2277540215377,316.22776601683796,100.0,141.44012125666987
PFPeA,Linear,E3,0.0,316.0638735546855,316.18488717986025,100.0,19.175209650504463
PFPeA,Linear,E4,0.0,315.858713127786,316.20775811510276,100.0,37.4414666407199
