Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFDA,Branched,E2,0.0,36.513071284558976,0.0,0.186239296510937,0.0
PFDA,Branched,E3,0.0,22.931366901380535,0.0,0.30510706915911445,0.0
PFDA,Branched,E4,0.0,24.948860550844262,0.0,0.358628410426114,0.0
