Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFHxA,Linear,E2,0.0,308.72381118177907,316.1110660353133,0.003480034264062847,0.0
PFHxA,Linear,E3,0.0,308.9887024315388,313.03815287972037,0.0046663159282701394,0.0
PFHxA,Linear,E4,0.0,279.62273982153124,313.11442257332624,0.003665783714009761,0.0
