Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFTeDA,Branched,E2,0.0,155.5035696861512,0.0,0.2978798040661011,0.0
PFTeDA,Branched,E3,0.0,87.50210858743354,0.0,0.4235789998210714,0.0
PFTeDA,Branched,E4,0.0,116.85545899839042,0.0,4.238488141829587,0.0
