Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFUnDA,Linear,E2,0.0,0.18036295255568585,0.0,245.86247229215448,0.0
PFUnDA,Linear,E3,0.0,0.12351237414133205,0.0,304.59579383561913,0.0
PFUnDA,Linear,E4,0.0,0.14789035114597426,0.0,297.40926192614927,0.0
