Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFDoDA,Linear,E2,0.0,0.25988846467166293,0.0,303.4015449993922,0.0
PFDoDA,Linear,E3,0.0,0.2001793681084057,0.0,281.200265418423,0.0
PFDoDA,Linear,E4,0.0,0.20904620473420651,0.0,282.12147695437193,0.0
