Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFDoDS,Linear,E2,50.657299191916906,8.370161782501588,0.0,0.7446262648353649,0.02065038116419594
PFDoDS,Linear,E3,58.623291146928445,4.626412137967507,0.0,1.2328639378974047,0.026452755730489177
PFDoDS,Linear,E4,75.4640934879881,4.127735749128822,0.0,1.348733488530142,0.03136292914708854
