Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFNS,Branched,E2,176.01071674682444,0.25706629397907427,0.0010366029923278976,100.0,0.011947761243530183
PFNS,Branched,E3,117.09204131197156,0.1891293248267072,0.001213765589071892,100.0,0.0193734876614038
PFNS,Branched,E4,165.6604835422704,0.21493643512168126,0.0010801269929538923,100.0,0.019163800729653815
