Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFNS,Linear,E2,95.34194830631782,0.3079472673111066,0.0,100.0,0.06153538089936136
PFNS,Linear,E3,47.3727106657748,0.2469223589763708,0.0,100.0,0.09568339125959711
PFNS,Linear,E4,83.9491385367681,0.2713813301757994,0.0,100.0,0.06745109590894952
