Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFHpA,Linear,E2,0.0,316.01292457074453,316.0647368839791,241.3188601619291,0.0
PFHpA,Linear,E3,0.0,316.22776601683796,316.22776601683796,316.22776601683796,0.0
PFHpA,Linear,E4,0.0,316.22776601683796,316.22776601683796,316.22776601683796,0.0
