Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFUnDA,Branched,E2,0.0,14.302355051906908,0.0,0.027902219774241597,0.0
PFUnDA,Branched,E3,0.0,9.853761145554133,0.0,0.02743763115162651,0.0
PFUnDA,Branched,E4,0.0,13.442245144425957,0.0,0.023758993908685095,0.0
