Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFHxS,Linear,E2,0.0,0.2311772535228754,0.17122121484839994,100.0,0.0
PFHxS,Linear,E3,0.0,0.12293524657126388,0.16763243507140227,100.0,0.0
PFHxS,Linear,E4,0.0,0.10137104875947939,0.2034192193784539,100.0,0.0
