Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFDA,Linear,E2,0.0,0.187750576074626,0.0,308.87107811765634,0.0
PFDA,Linear,E3,0.0,0.15962412401153564,0.0,278.3743280778756,0.0
PFDA,Linear,E4,0.0,0.16734717251844777,0.0,215.31115160573975,0.0
