Compound,Isomer,Animal_Excluded,k_ehc,k_elim,k_urine,k_a,k_feces
PFOA,Linear,E2,0.0,15.707954092340026,2.888543864238388,100.0,0.015956229529854964
PFOA,Linear,E3,0.0,12.336808819752331,2.611270930950158,100.0,0.9471326675611577
PFOA,Linear,E4,0.0,11.879177476229051,1.7344824275829975,100.0,1.018324934316567
