Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_a,0.3698664203909784,5660.275901990645,0.36908705619316606,15335.882976693372,123.83813215925606
k_elim,5660.275122626446,5660.275901990645,0.36908705619316606,15335.882976693372,123.83813215925606
