Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,1872.1332027024023,1906.0578960948217,42.42442199341406,44.92831738263204,6.702858896219735
k_a,76.3491153858334,1906.0578960948217,42.42442199341406,44.92831738263204,6.702858896219735
