Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,1293.492839470147,1308.2883118049785,66.20496197039145,19.761182136016913,4.445355119224662
k_feces,81.00043430522314,1308.2883118049785,66.20496197039145,19.761182136016913,4.445355119224662
