Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,16854.584909793808,34937.36433076596,0.38157112096205487,91561.8672678331,17.395169312310617
k_a,5865.838857865368,34937.36433076596,0.38157112096205487,91561.8672678331,17.395169312310617
k_feces,6805.276431364744,34937.36433076596,0.38157112096205487,91561.8672678331,17.395169312310617
k_ehc,5841.413598080453,34937.36433076596,0.38157112096205487,91561.8672678331,17.395169312310617
