Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,720.407711682671,720.4077121059408,0.0004984953429968328,1445164.3776148937,1202.1498981470213
k_a,0.0004989186129455051,720.4077121059408,0.0004984953429968328,1445164.3776148937,1202.1498981470213
