Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,162.09271361764414,319.26192602613406,146.61683136870482,2.1775257523010425,1.4756441821459
k_a,303.7860437771948,319.26192602613406,146.61683136870482,2.1775257523010425,1.4756441821459
