Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,411.65925950446456,626.8584167839073,1.9512819390335716,321.2546604589478,6.848831458964334
k_a,2.3012007208354364,626.8584167839073,1.9512819390335716,321.2546604589478,6.848831458964334
k_urine,411.9205715864098,626.8584167839073,1.9512819390335716,321.2546604589478,6.848831458964334
