Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,18890.330141542243,18890.33085080225,0.03303291814857781,571863.8228035433,756.2167829422614
k_a,0.03374217815684814,18890.33085080225,0.03303291814857781,571863.8228035433,756.2167829422614
