Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,137.54134857562715,836.7159120203648,110.67085322248329,7.560399939614654,2.749618144327436
k_a,809.845416667221,836.7159120203648,110.67085322248329,7.560399939614654,2.749618144327436
