Parameter,Fisher_Info_Diagonal,Max_Eigenvalue,Min_Eigenvalue,Condition_Number,Condition_Number_Per_Dim
k_elim,0.0,0.0,0.0,inf,inf
k_a,0.0,0.0,0.0,inf,inf
