Day,Animal,Feed_Intake_kg_day,total_dm_intake_kg_per_d,dm_digestibility_pct,feces_dm_kg_per_d,feces_wet_kg_per_d,feces_volume_l_per_d
19,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
20,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
21,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
22,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
23,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
24,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
25,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
26,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
27,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
28,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
29,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
30,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
31,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
32,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
33,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
34,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
35,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
36,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
37,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
38,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
39,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
40,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
41,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
42,E3,1.999226056110932,2.499226056110932,58.0,1.0496749435665915,3.607130390263202,3.607130390263202
43,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
44,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
45,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
46,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
47,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
48,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
49,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
50,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
51,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
52,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
53,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
54,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
55,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
56,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
57,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
58,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
59,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
60,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
61,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
62,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
63,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
64,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
65,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
66,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
67,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
68,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
69,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
70,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
71,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
72,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
73,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
74,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
75,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
76,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
77,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
78,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
79,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
80,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
81,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
82,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
83,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
84,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
85,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
86,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
87,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
88,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
89,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
90,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
91,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
92,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
93,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
94,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
95,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
96,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
97,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
98,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
99,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
100,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
101,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
102,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
103,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
104,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
105,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
106,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
107,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
108,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
109,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
110,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
111,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
112,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
113,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
114,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
115,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
116,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
117,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
118,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
119,E3,1.3302160593356984,1.8302160593356984,58.0,0.7686907449209934,2.641548951618535,2.641548951618535
