Compound,Isomer,Compartment,N,R2,rRMSE,GM_Fold_Error,Bias_log10,Bias_fold,CI_Coverage
PFNS,Linear,plasma,24,0.9837095615213366,0.04387691188351145,1.1849399086934034,0.01810420174061061,1.0425675461360138,1.0
PFNS,Linear,spleen,3,0.0,0.4251117661260225,1.1791726851366273,0.005109636468967217,1.0118348569974531,1.0
PFOA,Branched,milk,13,0.0382305290895962,0.5012180872799403,2.464643491089786,-0.16058957702124937,1.4474033618646254,0.6923076923076923
PFOA,Branched,plasma,3,0.0,2.451609463984222,4.494729551544339,-0.6527035653005087,4.494729551544339,0.0
PFOA,Branched,urine,5,0.25066022166268764,0.8196816214795233,4.544515964494271,0.01873460599609702,1.0440819937902215,0.8
PFOA,Linear,brain,2,0.0,18.888515750251432,1000000.0,-6.0,1000000.0,0.5
PFOA,Linear,feces,1,,,5.310768833951959,,,0.0
PFOA,Linear,milk,22,0.4775814600923627,0.6886080137863383,30.450425139879407,-1.2909814444430623,19.542559569425308,0.7272727272727273
PFOA,Linear,plasma,11,0.005079974472980582,0.5488703102584926,3.5972290287442634,-0.4018374462112338,2.522536425685549,0.45454545454545453
PFOA,Linear,urine,6,0.3700794989852245,0.9910648424239421,7.989620086154646,-0.6462392341051473,4.42832242377002,0.5
PFOS,Branched,brain,2,0.0,15.30691540506113,1.3375767115150994,-0.12631869868007017,1.3375767115150994,0.0
PFOS,Branched,feces,9,0.42559452205902504,0.2820205909548891,1.212838478653419,-0.02528974115679165,1.059960645972046,1.0
PFOS,Branched,heart,3,0.0,0.467856478576473,1.1657692305319745,-0.024881781582458583,1.05896542711563,1.0
PFOS,Branched,kidney,3,0.0,0.41904945814506983,1.5181894574295336,-0.015237466350858089,1.0357083231897777,0.3333333333333333
PFOS,Branched,liver,3,0.0,0.5683780592195055,1.3013969128549465,0.08572560113358722,1.2182196519634456,0.3333333333333333
PFOS,Branched,lung,3,0.0,0.42049508042801076,1.1798181439123159,-0.01386377414486406,1.032437508616081,0.6666666666666666
PFOS,Branched,milk,27,0.7955540021487675,0.21490443825634747,1.75507297570029,-0.17010431813820948,1.4794637147322207,0.2222222222222222
PFOS,Branched,muscle,2,0.0,2.3090779672190314,1.3701109391802995,-0.13675573381566009,1.3701109391802995,0.0
PFOS,Branched,plasma,24,0.9729710203169687,0.05172079813735164,1.2206591948196015,-0.03538300001200274,1.084883240080859,0.5833333333333334
PFOS,Branched,spleen,3,0.0,0.46662454688933835,1.169223564883174,-0.024984881713003754,1.0592168519869654,1.0
PFOS,Branched,urine,5,0.10072002578680522,0.38719466665445307,1.2920450324022736,-0.040923808488496985,1.098813049574819,1.0
PFOS,Linear,brain,3,1.929865875006176e-30,0.5796485284590702,1.1586978632417313,-0.04144471325766821,1.1001317869326361,0.3333333333333333
PFOS,Linear,feces,13,0.9453492706418118,0.15823864356136882,1.4818757802782,-0.02733341979463416,1.0649603037150013,0.5384615384615384
PFOS,Linear,heart,3,0.0,0.5821052670138686,1.1378626300843513,-0.0448580889359333,1.1088124379567872,0.6666666666666666
PFOS,Linear,kidney,3,6.5621876621735685e-31,0.4157998385979139,1.4544689066735743,-0.03508526646638661,1.084139745855463,0.3333333333333333
PFOS,Linear,liver,3,0.0,0.6481661589454019,1.184617580357594,0.05951205844608765,1.1468643643555445,0.3333333333333333
PFOS,Linear,lung,3,0.0,0.4739826004298693,1.1336206968360678,-0.032496337480538026,1.07769616516111,0.6666666666666666
PFOS,Linear,milk,27,0.8326412120410044,0.2098462112904571,1.6765507433942162,-0.10032964334602383,1.2598813390279486,0.2222222222222222
PFOS,Linear,muscle,3,0.0,0.47347099677257276,1.1290672832749196,-0.0315937585877313,1.075458753032249,0.6666666666666666
PFOS,Linear,plasma,24,0.9767443314647897,0.05022254396683108,1.2201213874751207,0.019003790711942716,1.0447293380350153,0.5
PFOS,Linear,spleen,3,0.0,0.7890997548738211,1.1034366552387191,-0.042555645165448915,1.1029495432161127,1.0
PFOS,Linear,urine,6,0.16537735831413014,0.3487655211032746,1.4455042573065189,-0.007456435671930305,1.0173173133801858,0.8333333333333334
PFPeA,Linear,feces,9,0.027438666732954753,1.4959574047530895,7.362344077212773,0.8670161102232526,7.362344077212773,1.0
PFPeA,Linear,milk,15,0.007988771092346449,0.8216558797259202,4.479668519694411,-0.07045059998163655,1.1761171963958317,0.6
PFPeA,Linear,muscle,1,,,151.99143786450014,,,0.0
PFPeA,Linear,urine,6,0.20897698910458365,3.132496833910153,9373.213952455635,-3.971888530320877,9373.213952455635,0.0
PFTeDA,Branched,milk,11,0.05942183000913075,0.5183933027408124,2.116318613792443,-0.17452847567603696,1.4946120373783647,0.6363636363636364
PFTeDA,Linear,milk,11,0.008280906681345807,8.091574463670232,29.3792967730324,1.4680413962450252,29.3792967730324,1.0
PFTeDA,Linear,plasma,5,0.2731025414150332,2.992000144391346,6.9084712188606465,-0.839381952631871,6.9084712188606465,0.0
PFTrDA,Branched,milk,19,0.5862937449876793,0.7435222100041491,2.5688395319626465,-0.27790613538492615,1.896296028061,0.5263157894736842
PFTrDA,Linear,milk,18,0.11623421147856462,0.3771993658312447,1.4501535694000294,-0.08967955923185796,1.2293613614783678,0.5555555555555556
PFTrDA,Linear,plasma,12,0.05137989322554067,0.5212932303944307,1.5400648840022453,-0.14815135139970262,1.4065376163498524,0.5
PFTrDS,Branched,feces,11,0.7873242795254278,0.3225032893030686,2.395203723821578,0.0815710098342337,1.2066213621253887,0.5454545454545454
PFTrDS,Branched,milk,16,0.25383754023870686,0.3929869357082808,2.293333709570268,-0.07995833780046252,1.2021491060088334,0.4375
PFTrDS,Branched,plasma,14,0.7465532595033729,0.24317828722428125,1.8242456683911217,-0.06305788472847425,1.1562663443186387,0.6428571428571429
PFTrDS,Linear,brain,1,,,946590.6836495968,,,0.0
PFTrDS,Linear,feces,3,0.8511505081004259,7.883464930641164,3.4031320330734878,0.531878798970297,3.4031320330734878,0.0
PFTrDS,Linear,milk,17,0.6670709786727218,0.24917722468666295,1.4753204709683356,-0.030047722488666502,1.071637055703367,0.7647058823529411
PFUnDA,Branched,milk,21,0.06113250197875885,0.4428878932181926,1.7005931443868545,-0.011646880143784481,1.027180769604572,0.38095238095238093
PFUnDA,Linear,milk,25,0.7186336558144786,0.3969257331150983,2.0906484848099276,-0.21786767226225265,1.6514585289571748,0.6
PFUnDA,Linear,plasma,14,0.7770808833451653,0.18965699414325568,1.1894805938216508,-0.0017635122943996354,1.0040688926778,0.8571428571428571
PFUnDS,Branched,feces,12,0.8746325449443925,0.3832147845440781,2.3517945991448754,-0.02850152791800173,1.0678285493254756,0.75
PFUnDS,Branched,liver,2,0.0,2.6313504863130373,6.63370355207455,-0.8217560598010615,6.63370355207455,0.0
PFUnDS,Branched,milk,20,0.25380066168445137,0.3611636466699269,2.7571459250422303,-0.052392880229889395,1.1282176256369374,0.4
PFUnDS,Branched,plasma,21,0.7853928375130343,0.21418330306490846,1.8591487171235392,-0.06791252895082941,1.1692638664118895,0.5238095238095238
PFUnDS,Linear,brain,3,0.0,3.603964835428848,39.255127969483134,-1.5938963974731648,39.255127969483134,0.0
PFUnDS,Linear,feces,10,0.7523220964780178,0.5449039563419482,1.8063536774094309,-0.039461732314849084,1.09512005504815,0.9
PFUnDS,Linear,milk,23,0.7425889879248068,0.2976027723955627,1.9134057592631435,-0.13744367709214325,1.372282980436395,0.4782608695652174
PFUnDS,Linear,plasma,14,0.6099329163816708,0.16064806982413732,1.338837620961443,0.014115183998943867,1.0330353520583127,0.7857142857142857
