Parameter,Value,Compound,Isomer
k_elim,0.6879053469498145,PFDS,Linear
k_feces,4.458346613134705,PFDS,Linear
k_ehc,1.1486645257478194,PFDS,Linear
k_urine,0.0,PFDS,Linear
k_a,100.0,PFDS,Linear
