Parameter,Value,Compound,Isomer
k_elim,0.02996502085400875,PFOS,Linear
k_a,262.50101012849916,PFOS,Linear
k_feces,1.1187963857003305,PFOS,Linear
k_ehc,5.780103093015412,PFOS,Linear
k_renal,0.050829680812678836,PFOS,Linear
