Animal,Compound,Isomer,total_intake,auc_milk_amount,auc_urine_amount,auc_feces_amount,total_body_burden,total_eliminated,mass_balance,unaccounted,transfer_rate_milk,transfer_rate_urine,transfer_rate_feces
E4,PFTrDA,Linear,24.54209231421923,0.6283848439050082,0.0,0.0,0.0,0.6283848439050082,0.025604371292374844,23.913707470314222,0.025604371292374844,0.0,0.0
E2,PFTrDS,Branched,4739.795505198785,3.557563049358179,0.0,1409.1172283362857,0.0,1412.6747913856439,0.29804551479830077,3327.120713813141,0.0007505731092103258,0.0,0.29729494168909043
E3,PFTrDS,Branched,4691.952968264619,2.0226857701009777,0.0,976.9636720113572,0.0,978.9863577814582,0.20865221037020523,3712.966610483161,0.0004310967701044742,0.0,0.20822111360010076
E4,PFTrDS,Branched,4421.538273482728,4.482529036743218,0.0,755.9841059522396,0.0,760.4666349889828,0.17199141745526123,3661.071638493745,0.0010137940145460843,0.0,0.17097762344071513
E2,PFTrDS,Linear,321.8330714885395,1.275444668246515,0.0,30.303736173015565,0.0888864,31.57918084126208,0.0983990461104299,290.1650042472774,0.003963062783906388,0.0,0.0941597954270361
E3,PFTrDS,Linear,319.1433934236373,0.6314017683172406,0.0,24.764521421423762,0.02872,25.395923189741,0.07966526556290583,293.7187502338963,0.0019784265672675395,0.0,0.07759684809940855
E4,PFTrDS,Linear,301.28638897584057,1.1776335989637436,0.0,32.68980835808483,0.03024,33.86744195704858,0.11250983515145369,267.388707018792,0.003908685032094746,0.0,0.10850078050059589
E2,PFTrDS,Total,,,0.0,1507.2641086718809,0.10001600000000001,,,,,,
E3,PFTrDS,Total,,,0.0,1047.0809473831193,0.02872,,,,,,
E4,PFTrDS,Total,,,0.0,797.2008718545801,0.03024,,,,,,
E2,PFUnDA,Branched,28.684941062427082,1.5609980381125395,0.0,0.0,0.0,1.5609980381125395,0.0544187291413755,27.123943024314542,0.0544187291413755,0.0,0.0
E3,PFUnDA,Branched,28.37841376809898,0.9707226719645151,0.0,0.0,0.0,0.9707226719645151,0.034206375306844436,27.407691096134464,0.034206375306844436,0.0,0.0
E4,PFUnDA,Branched,26.53381878752393,1.5742769621930512,0.0,0.0,0.0,1.5742769621930512,0.059330960793825445,24.95954182533088,0.059330960793825445,0.0,0.0
E2,PFUnDA,Linear,34.16891997888044,3.7047503886935456,0.0,0.0,0.0,3.7047503886935456,0.10842456802800396,30.46416959018689,0.10842456802800396,0.0,0.0
E3,PFUnDA,Linear,33.75127680798313,2.2918987232866455,0.0,0.0,0.0,2.2918987232866455,0.06790554136146182,31.459378084696485,0.06790554136146182,0.0,0.0
E4,PFUnDA,Linear,31.67331002875859,3.5590303783458026,0.0,0.0,0.0,3.5590303783458026,0.11236685951402901,28.114279650412787,0.11236685951402901,0.0,0.0
E2,PFUnDS,Branched,7686.321111374053,51.79772073979302,0.0,3252.788638052425,1.199205,3304.586358792218,0.43008684075147313,4380.535547581834,0.0067389483199113125,0.0,0.4231918743596359
E3,PFUnDS,Branched,7597.39546014791,25.610183475178147,0.0,1962.19539224128,0.44035299,1987.8055757164582,0.2617009920223042,5609.1495314414515,0.0033709162053648786,0.0,0.2582721147706426
E4,PFUnDS,Branched,7147.08291452788,58.291742367709496,0.0,1890.5250637994536,0.17860499999999999,1948.8168061671631,0.2726980272196701,5198.087503360717,0.00815601876525314,0.0,0.2645170185386519
E2,PFUnDS,Linear,1295.5263128191311,21.40990474443632,0.0,803.9743089928957,0.290272,825.384213737332,0.6373274533811839,469.85182708179923,0.016526028481696587,0.0,0.6205773676980799
E3,PFUnDS,Linear,1284.4107430335575,11.10907372807415,0.0,472.7051848921368,0.07938208,483.8142586202109,0.37674368836042066,800.5171023333467,0.008649159770990724,0.0,0.3680327243103622
E4,PFUnDS,Linear,1210.509346144443,19.27813373552058,0.0,387.93402007841274,0.08382527999999999,407.2121538139333,0.336466612497623,803.2133670505098,0.015925638076998566,0.0,0.32047172647944416
E2,PFUnDS,Total,,,0.0,4061.660831121827,1.658254,,,,,,
E3,PFUnDS,Total,,,0.0,2432.9986618882517,0.56587375,,,,,,
E4,PFUnDS,Total,,,0.0,2276.9906066888443,0.26243027999999996,,,,,,
E2,SD PFCA,Linear,,,0.0,0.0,0.0,,,,,,
E3,SD PFCA,Linear,,,0.0,0.0,0.0,,,,,,
E4,SD PFCA,Linear,,,0.0,0.0,0.0,,,,,,
E2,SD PFSA,Linear,,,0.0,0.0,0.0,,,,,,
E3,SD PFSA,Linear,,,0.0,0.0,0.0,,,,,,
E4,SD PFSA,Linear,,,0.0,0.0,0.0,,,,,,
E2,Sum,Linear,,,0.0,0.0,0.0,,,,,,
E3,Sum,Linear,,,0.0,0.0,0.0,,,,,,
E4,Sum,Linear,,,0.0,0.0,0.0,,,,,,
E2,Sum EFSA-4,Linear,,,0.0,0.0,0.0,,,,,,
E3,Sum EFSA-4,Linear,,,0.0,0.0,0.0,,,,,,
E4,Sum EFSA-4,Linear,,,0.0,0.0,0.0,,,,,,
E2,Sum branched,Linear,,,0.0,0.0,0.0,,,,,,
E3,Sum branched,Linear,,,0.0,0.0,0.0,,,,,,
E4,Sum branched,Linear,,,0.0,0.0,0.0,,,,,,
E2,Sum linear,Linear,,,0.0,0.0,0.0,,,,,,
E3,Sum linear,Linear,,,0.0,0.0,0.0,,,,,,
E4,Sum linear,Linear,,,0.0,0.0,0.0,,,,,,
E2,Summe PFCA,Linear,,,5722.200238694218,837.9993491709247,7.3538315,,,,,,
E3,Summe PFCA,Linear,,,4641.391744338863,1500.2148960927143,4.5503285899999995,,,,,,
E4,Summe PFCA,Linear,,,4961.82396744647,481.03547386242144,25.146185399999997,,,,,,
E2,Summe PFSA,Linear,,,467.2777767870531,34679.20450786871,708.2007939999999,,,,,,
E3,Summe PFSA,Linear,,,260.1852776617925,23026.67014009449,495.35802726599997,,,,,,
E4,Summe PFSA,Linear,,,252.14494417724012,19820.269317387432,383.9952501,,,,,,
E2,√((∑SD)^2/Anzahl PFAS),Linear,,,0.0,0.0,0.0,,,,,,
E3,√((∑SD)^2/Anzahl PFAS),Linear,,,0.0,0.0,0.0,,,,,,
E4,√((∑SD)^2/Anzahl PFAS),Linear,,,0.0,0.0,0.0,,,,,,
