Animal,Compound,Isomer,max_day,frac,rmse_all_days,rmse_nonzero_days
E2,PFDA,Branched,140,0.6666666666666666,0.07398781473080077,0.11338632481936436
E2,PFDA,Branched,140,0.7,0.07372214408205811,0.11268264530013865
E2,PFDA,Branched,140,0.8,0.07243961371165318,0.10944134175060216
E2,PFDA,Branched,140,0.9,0.07136606307332133,0.10598931007074597
E2,PFDA,Linear,140,0.2,0.0,0.0
E2,PFDA,Linear,140,0.3,0.5262573927602782,0.7829418641604988
E2,PFDA,Linear,140,0.4,0.5416166408623253,0.8208608729655003
E2,PFDA,Linear,140,0.5,0.5853725313449595,0.916525854535041
E2,PFDA,Linear,140,0.6,0.6519740757906015,1.02281452724232
E2,PFDA,Linear,140,0.6666666666666666,0.6804874254202781,1.0657495551829377
E2,PFDA,Linear,140,0.7,0.6818590622058086,1.067456928700416
E2,PFDA,Linear,140,0.8,0.6769456569932678,1.0571184369909383
