Animal,Compound,Isomer,max_day,frac,rmse_all_days,rmse_nonzero_days
E2,PFDA,Linear,140,0.9,0.6737002016533471,1.0499047028741793
E2,PFDS,Branched,140,0.2,0.0,0.0
E2,PFDS,Branched,140,0.3,64.32461848852908,92.98607202858199
E2,PFDS,Branched,140,0.4,68.74277854370546,103.69380888732668
E2,PFDS,Branched,140,0.5,74.16138453469203,113.73972460406378
E2,PFDS,Branched,140,0.6,84.9804947227579,131.12096311552423
E2,PFDS,Branched,140,0.6666666666666666,87.28319648805179,134.4659816728499
E2,PFDS,Branched,140,0.7,87.38636592335395,134.53039340728753
E2,PFDS,Branched,140,0.8,86.47112853178551,132.4157807372874
E2,PFDS,Branched,140,0.9,85.37992619593474,129.47688722747174
E2,PFDS,Linear,140,0.2,0.0,0.0
E2,PFDS,Linear,140,0.3,79.42847011427112,125.57744124170223
E2,PFDS,Linear,140,0.4,70.93054069048192,106.91461024879204
E2,PFDS,Linear,140,0.5,74.86743977476176,113.33098082511867
E2,PFDS,Linear,140,0.6,85.90216206591609,130.5059152290364
E2,PFDS,Linear,140,0.6666666666666666,89.04774034405575,135.43713655575263
E2,PFDS,Linear,140,0.7,88.9907935163867,135.02202030544547
E2,PFDS,Linear,140,0.8,87.76558011746988,131.15778622444958
E2,PFDS,Linear,140,0.9,87.23210276110403,128.1467465865019
E2,PFDoDA,Branched,140,0.2,0.0,0.0
E2,PFDoDA,Branched,140,0.3,0.47293611702847443,0.7309068377635686
E2,PFDoDA,Branched,140,0.4,0.5314200084625051,0.8037366460129571
E2,PFDoDA,Branched,140,0.5,0.5533987775651877,0.8246800543353301
E2,PFDoDA,Branched,140,0.6,0.6287599304580951,0.9420249168468365
E2,PFDoDA,Branched,140,0.6666666666666666,0.6539053005291805,0.9820952598677319
E2,PFDoDA,Branched,140,0.7,0.6542064634757576,0.9794808353276357
E2,PFDoDA,Branched,140,0.8,0.6510106148593462,0.9618737957457412
E2,PFDoDA,Branched,140,0.9,0.6483110909945884,0.9386037678298915
E2,PFDoDA,Linear,140,0.2,0.0,0.0
E2,PFDoDA,Linear,140,0.3,0.22733124386389966,0.35207355938672147
E2,PFDoDA,Linear,140,0.4,0.26129081511074104,0.3867997001056447
E2,PFDoDA,Linear,140,0.5,0.2740580996511257,0.39922822512731515
E2,PFDoDA,Linear,140,0.6,0.30094362009021425,0.4453707393137219
E2,PFDoDA,Linear,140,0.6666666666666666,0.3149573859971317,0.4680584096719116
E2,PFDoDA,Linear,140,0.7,0.3165449697027259,0.46941557937521533
E2,PFDoDA,Linear,140,0.8,0.31766683562630565,0.4645039528135478
E2,PFDoDA,Linear,140,0.9,0.31868738118799866,0.45907005387090627
E2,PFDoDS,Branched,140,0.2,0.0,0.0
E2,PFDoDS,Branched,140,0.3,22.26214347943962,33.10033016111228
E2,PFDoDS,Branched,140,0.4,23.816772105589312,35.1722971637926
E2,PFDoDS,Branched,140,0.5,25.12785699721603,36.590276059427595
E2,PFDoDS,Branched,140,0.6,27.76899721793467,41.11915435837405
E2,PFDoDS,Branched,140,0.6666666666666666,29.05286877349851,43.26313444966864
E2,PFDoDS,Branched,140,0.7,29.235460518436728,43.50183005142825
E2,PFDoDS,Branched,140,0.8,29.390011846910113,43.347482508020676
E2,PFDoDS,Branched,140,0.9,29.372800961921723,42.57429309115565
E2,PFDoDS,Linear,140,0.2,0.0,0.0
E2,PFDoDS,Linear,140,0.3,6.324906616678551,9.45282167879208
E2,PFDoDS,Linear,140,0.4,6.891962156970187,10.156960205091272
E2,PFDoDS,Linear,140,0.5,7.305835216531737,10.705455942023196
E2,PFDoDS,Linear,140,0.6,7.839970007146707,11.499427677431985
E2,PFDoDS,Linear,140,0.6666666666666666,8.119461416255202,11.956996170227878
E2,PFDoDS,Linear,140,0.7,8.17575289155118,12.06291103296827
E2,PFDoDS,Linear,140,0.8,8.235824119700256,12.159212438370547
E2,PFDoDS,Linear,140,0.9,8.25807547931033,12.086529005536576
E2,PFHpA,Branched,140,0.2,0.0,0.0
E2,PFHpA,Branched,140,0.3,0.3075571528880309,0.48658660483449656
E2,PFHpA,Branched,140,0.4,0.23420287953042962,0.3675351216180043
E2,PFHpA,Branched,140,0.5,0.2726684379090799,0.42829782786291076
E2,PFHpA,Branched,140,0.6,0.3033878477173398,0.476320581052946
E2,PFHpA,Branched,140,0.6666666666666666,0.3084719997545365,0.4828510603972743
E2,PFHpA,Branched,140,0.7,0.3090966821094303,0.4837379085083109
E2,PFHpA,Branched,140,0.8,0.30661879001576925,0.47894295207543197
E2,PFHpA,Branched,140,0.9,0.30585442932394064,0.4770235365998835
E2,PFHpA,Linear,140,0.2,0.0,0.0
E2,PFHpA,Linear,140,0.3,1.6140894027452772,2.550726161716052
E2,PFHpA,Linear,140,0.4,1.3936876113088787,2.1435235608158467
E2,PFHpA,Linear,140,0.5,1.4987051440723174,2.3402007220656498
E2,PFHpA,Linear,140,0.6,1.6588772397178888,2.585922421852511
E2,PFHpA,Linear,140,0.6666666666666666,1.703664836555238,2.6502113635733267
E2,PFHpA,Linear,140,0.7,1.7060482390121543,2.6535319800048165
E2,PFHpA,Linear,140,0.8,1.6863406212575351,2.6139372769095353
E2,PFHpA,Linear,140,0.9,1.6703988586176794,2.5780317341829955
E2,PFHpS,Branched,140,0.2,0.0,
E2,PFHpS,Branched,140,0.3,0.0,
E2,PFHpS,Branched,140,0.4,0.0,
E2,PFHpS,Branched,140,0.5,0.0,
E2,PFHpS,Branched,140,0.6,0.0,
E2,PFHpS,Branched,140,0.6666666666666666,0.0,
E2,PFHpS,Branched,140,0.7,0.0,
E2,PFHpS,Branched,140,0.8,0.0,
E2,PFHpS,Branched,140,0.9,0.0,
E2,PFHpS,Linear,140,0.2,0.0,0.0
E2,PFHpS,Linear,140,0.3,0.2026769100208392,0.3196107502600121
E2,PFHpS,Linear,140,0.4,0.17616370559127015,0.27188817401288284
E2,PFHpS,Linear,140,0.5,0.19084737145427036,0.2953248492951535
E2,PFHpS,Linear,140,0.6,0.21223739550402346,0.3278401865965253
E2,PFHpS,Linear,140,0.6666666666666666,0.21740079500163423,0.33508925526743444
E2,PFHpS,Linear,140,0.7,0.21719785001762426,0.3344411700949329
E2,PFHpS,Linear,140,0.8,0.2143851279508657,0.3279364479352723
E2,PFHpS,Linear,140,0.9,0.21171850552562954,0.320202021055896
E2,PFHxA,Branched,140,0.2,0.0,
E2,PFHxA,Branched,140,0.3,0.0,
E2,PFHxA,Branched,140,0.4,0.0,
E2,PFHxA,Branched,140,0.5,0.0,
E2,PFHxA,Branched,140,0.6,0.0,
E2,PFHxA,Branched,140,0.6666666666666666,0.0,
E2,PFHxA,Branched,140,0.7,0.0,
E2,PFHxA,Branched,140,0.8,0.0,
E2,PFHxA,Branched,140,0.9,0.0,
E2,PFHxA,Linear,140,0.2,0.0,0.0
E2,PFHxA,Linear,140,0.3,7.016483644768808,11.086622636909198
E2,PFHxA,Linear,140,0.4,5.809973426226306,8.917796697743634
E2,PFHxA,Linear,140,0.5,6.276036085796946,9.841249911871966
E2,PFHxA,Linear,140,0.6,6.965961652017903,10.910157168346895
E2,PFHxA,Linear,140,0.6666666666666666,7.0664216570283855,11.038524039912506
E2,PFHxA,Linear,140,0.7,7.062492991956637,11.025584005579999
E2,PFHxA,Linear,140,0.8,7.034790021084936,10.965267204114536
E2,PFHxA,Linear,140,0.9,6.999871039289952,10.882204041035298
E2,PFHxS,Branched,140,0.2,0.0,0.0
E2,PFHxS,Branched,140,0.3,0.14974230847192535,0.23612009029034078
E2,PFHxS,Branched,140,0.4,0.13088268189448116,0.20205752932336987
E2,PFHxS,Branched,140,0.5,0.14021862012740877,0.21714772436984642
E2,PFHxS,Branched,140,0.6,0.15549104635931185,0.2407281142481962
E2,PFHxS,Branched,140,0.6666666666666666,0.1598152877305919,0.24710464400570706
E2,PFHxS,Branched,140,0.7,0.15976848532807925,0.24686552780153365
E2,PFHxS,Branched,140,0.8,0.15777342887388754,0.2424824474994305
E2,PFHxS,Branched,140,0.9,0.15610791586606837,0.23795044383444433
E2,PFHxS,Linear,140,0.2,0.0,0.0
E2,PFHxS,Linear,140,0.3,0.6199552976809412,0.9789283954167308
E2,PFHxS,Linear,140,0.4,0.519722724878478,0.8008939475029045
E2,PFHxS,Linear,140,0.5,0.556474104073375,0.8664611001687013
E2,PFHxS,Linear,140,0.6,0.6153527382097269,0.9601410695392263
E2,PFHxS,Linear,140,0.6666666666666666,0.6280305961739425,0.9775529660413268
E2,PFHxS,Linear,140,0.7,0.6290086290287977,0.9788592367530606
E2,PFHxS,Linear,140,0.8,0.6241032069649803,0.9687386403622225
E2,PFHxS,Linear,140,0.9,0.6201998892587299,0.9592670532369266
E2,PFNA,Branched,140,0.2,0.0,0.0
E2,PFNA,Branched,140,0.3,0.0790306557073543,0.1221497933640985
E2,PFNA,Branched,140,0.4,0.09020568647412591,0.13971448831709532
E2,PFNA,Branched,140,0.5,0.09446305500005621,0.14641679094408075
E2,PFNA,Branched,140,0.6,0.10414395693892917,0.16128447007654945
E2,PFNA,Branched,140,0.6666666666666666,0.10789891084612896,0.16711451744323988
E2,PFNA,Branched,140,0.7,0.10795927470056728,0.1671176854766019
E2,PFNA,Branched,140,0.8,0.10646897610123976,0.16398528074236568
E2,PFNA,Branched,140,0.9,0.10530586886705857,0.161175447516483
E2,PFNA,Linear,140,0.2,0.0,0.0
E2,PFNA,Linear,140,0.3,0.22936434403901837,0.36259260926922926
E2,PFNA,Linear,140,0.4,0.19110843211559975,0.29389997542966206
E2,PFNA,Linear,140,0.5,0.20658685895310827,0.32303740587756635
E2,PFNA,Linear,140,0.6,0.2314558843577416,0.36074896202958023
E2,PFNA,Linear,140,0.6666666666666666,0.23649787395921204,0.3679102856142762
E2,PFNA,Linear,140,0.7,0.23664263512627104,0.3679993226623759
E2,PFNA,Linear,140,0.8,0.23350886519277336,0.3615580429200288
E2,PFNA,Linear,140,0.9,0.2313217905136799,0.35655168684751565
E2,PFNS,Branched,140,0.2,0.0,0.0
E2,PFNS,Branched,140,0.3,75.22458568359377,110.33628560886633
E2,PFNS,Branched,140,0.4,132.0639610458033,199.92867798400002
E2,PFNS,Branched,140,0.5,142.15233165766406,220.5244375848936
E2,PFNS,Branched,140,0.6,160.34801835235012,250.5565440410067
E2,PFNS,Branched,140,0.6666666666666666,165.5596216854567,258.04285401241793
E2,PFNS,Branched,140,0.7,166.14994480234043,258.8921710140435
E2,PFNS,Branched,140,0.8,164.65634252315385,255.6101248507146
E2,PFNS,Branched,140,0.9,163.56403268004084,253.09193453764902
E2,PFNS,Linear,140,0.2,0.0,0.0
E2,PFNS,Linear,140,0.3,59.96413726820202,88.03282183737909
E2,PFNS,Linear,140,0.4,62.68257706011156,94.93213596281419
E2,PFNS,Linear,140,0.5,67.79941398891494,105.2465425503171
E2,PFNS,Linear,140,0.6,77.17103051097632,120.55440920656307
E2,PFNS,Linear,140,0.6666666666666666,79.58533790538638,123.90130130513882
E2,PFNS,Linear,140,0.7,79.77664851005771,124.13622958684086
E2,PFNS,Linear,140,0.8,79.11588322055219,122.7681037727014
E2,PFNS,Linear,140,0.9,78.51713179457661,121.45595380856614
E2,PFOA,Branched,140,0.2,0.0,0.0
E2,PFOA,Branched,140,0.3,4.6165364566476965,7.167206848492094
E2,PFOA,Branched,140,0.4,5.319621294584845,8.30513779398483
E2,PFOA,Branched,140,0.5,5.650431137241652,8.875689845997561
E2,PFOA,Branched,140,0.6,6.183649513093387,9.723991908509646
E2,PFOA,Branched,140,0.6666666666666666,6.292063284539603,9.87401915120241
E2,PFOA,Branched,140,0.7,6.296238213029022,9.875862863988438
E2,PFOA,Branched,140,0.8,6.291853542391119,9.862467239153379
E2,PFOA,Branched,140,0.9,6.280645638213074,9.833096706129908
E2,PFOA,Linear,140,0.2,0.0,0.0
E2,PFOA,Linear,140,0.3,32.04519736128405,50.70012540132672
E2,PFOA,Linear,140,0.4,26.414877049095825,41.13079702419812
E2,PFOA,Linear,140,0.5,28.312961981794626,44.4562167739334
E2,PFOA,Linear,140,0.6,31.243745453470243,49.07253804941614
E2,PFOA,Linear,140,0.6666666666666666,31.84291560439395,49.889107190921756
E2,PFOA,Linear,140,0.7,31.881277892111832,49.93248501560062
E2,PFOA,Linear,140,0.8,31.67107757566865,49.52166063619562
E2,PFOA,Linear,140,0.9,31.602030016358178,49.349334639777695
E2,PFOS,Branched,140,0.2,0.0,0.0
E2,PFOS,Branched,140,0.3,8.170100102916113,12.88295585627052
E2,PFOS,Branched,140,0.4,7.292479574472586,11.181685358445026
E2,PFOS,Branched,140,0.5,7.690948895263579,11.87264002333918
E2,PFOS,Branched,140,0.6,8.629531746045313,13.289800085771418
E2,PFOS,Branched,140,0.6666666666666666,8.822005494714494,13.557087469115164
E2,PFOS,Branched,140,0.7,8.800174291321607,13.500163455535054
E2,PFOS,Branched,140,0.8,8.665672583918225,13.17695425387387
E2,PFOS,Branched,140,0.9,8.538274584690418,12.775487881078599
E2,PFOS,Linear,140,0.2,0.0,0.0
E2,PFOS,Linear,140,0.3,70.82804847424187,112.02953977252933
E2,PFOS,Linear,140,0.4,53.50429892807918,83.92462756183645
E2,PFOS,Linear,140,0.5,62.75148546678403,98.3364507693386
E2,PFOS,Linear,140,0.6,70.51289299495957,110.53398615659994
E2,PFOS,Linear,140,0.6666666666666666,71.79076649982164,112.18116658020882
E2,PFOS,Linear,140,0.7,71.92304792275533,112.36637730135268
E2,PFOS,Linear,140,0.8,71.36046331221888,111.22103124903008
E2,PFOS,Linear,140,0.9,70.95292565015183,110.28496169486743
E2,PFPeA,Linear,140,0.2,0.0,0.0
E2,PFPeA,Linear,140,0.3,32.24555749859888,50.85480541863854
E2,PFPeA,Linear,140,0.4,28.444312532697456,43.60290559697852
E2,PFPeA,Linear,140,0.5,30.297139537739472,47.023612209355974
E2,PFPeA,Linear,140,0.6,33.44914199996906,51.89975378837481
E2,PFPeA,Linear,140,0.6666666666666666,34.39494800699242,53.28441966751768
E2,PFPeA,Linear,140,0.7,34.38394651049147,53.22387511126396
E2,PFPeA,Linear,140,0.8,33.98213321161455,52.335745372225176
E2,PFPeA,Linear,140,0.9,33.67524416384364,51.49395952949139
E2,PFPeS,Linear,140,0.2,0.0,0.0
E2,PFPeS,Linear,140,0.3,0.440470489223483,0.7162773598848508
E2,PFPeS,Linear,140,0.4,0.06861495671062703,0.11080021012818929
E2,PFPeS,Linear,140,0.5,0.06258969083359076,0.09801006720295978
E2,PFPeS,Linear,140,0.6,0.07029175004800442,0.110502636335824
E2,PFPeS,Linear,140,0.6666666666666666,0.0712860305869627,0.11221178492879945
E2,PFPeS,Linear,140,0.7,0.07124303199471492,0.1121113591651102
E2,PFPeS,Linear,140,0.8,0.07070684829594437,0.11082450151305752
E2,PFPeS,Linear,140,0.9,0.07028490296841051,0.10939915767505592
E2,PFSAs,Branched,140,0.2,0.0,0.0
E2,PFSAs,Branched,140,0.3,267.46547738394383,383.4636931100502
E2,PFSAs,Branched,140,0.4,287.89906140403156,432.43436539944975
E2,PFSAs,Branched,140,0.5,313.72749002586704,478.4434941689585
E2,PFSAs,Branched,140,0.6,358.36818411935155,550.8466480088172
E2,PFSAs,Branched,140,0.6666666666666666,368.7715277967141,566.0663588139389
E2,PFSAs,Branched,140,0.7,369.011748232105,565.8576695172185
E2,PFSAs,Branched,140,0.8,365.36635653392034,556.8738197690687
E2,PFSAs,Branched,140,0.9,360.9293676199067,543.9467727598528
E2,PFSAs,Linear,140,0.2,0.0,0.0
E2,PFSAs,Linear,140,0.3,232.1825486401423,367.0028510579818
E2,PFSAs,Linear,140,0.4,200.04704283002152,303.72914300888925
E2,PFSAs,Linear,140,0.5,217.59373653821282,335.3912946369584
E2,PFSAs,Linear,140,0.6,249.59980544157776,385.6786180708899
E2,PFSAs,Linear,140,0.6666666666666666,255.5587553944987,393.7085190069539
E2,PFSAs,Linear,140,0.7,254.99890982814898,392.29924892044494
E2,PFSAs,Linear,140,0.8,251.10241427591956,383.60374400218086
E2,PFSAs,Linear,140,0.9,248.45379913073748,376.49483987511724
E2,PFTeDA,Branched,140,0.2,0.0,0.0
E2,PFTeDA,Branched,140,0.3,0.5328837694614215,0.8241114056846982
E2,PFTeDA,Branched,140,0.4,0.6047696213219684,0.9132671758635882
E2,PFTeDA,Branched,140,0.5,0.6276708862653596,0.9315056982774113
E2,PFTeDA,Branched,140,0.6,0.708051324259699,1.060371383041793
E2,PFTeDA,Branched,140,0.6666666666666666,0.738986013167767,1.1109948457394045
E2,PFTeDA,Branched,140,0.7,0.7386243603030106,1.1063467020358186
E2,PFTeDA,Branched,140,0.8,0.7360045030138177,1.0887965625475247
E2,PFTeDA,Branched,140,0.9,0.7329977218618027,1.0622913272098935
E2,PFTeDA,Linear,140,0.2,0.0,0.0
E2,PFTeDA,Linear,140,0.3,0.08250745354229,0.1278291783985031
E2,PFTeDA,Linear,140,0.4,0.09911874367717644,0.14517950177015435
E2,PFTeDA,Linear,140,0.5,0.09997052878922193,0.14561507351838296
E2,PFTeDA,Linear,140,0.6,0.10731655356501116,0.15655179743052364
E2,PFTeDA,Linear,140,0.6666666666666666,0.11177484592079281,0.1645335282295955
E2,PFTeDA,Linear,140,0.7,0.11240658932012422,0.1655066873728583
E2,PFTeDA,Linear,140,0.8,0.11274616583528899,0.1647364769250564
E2,PFTeDA,Linear,140,0.9,0.11264488607122199,0.16128422993829003
E2,PFTrDA,Branched,140,0.2,0.0,0.0
E2,PFTrDA,Branched,140,0.3,0.31727438241200356,0.48990901633491835
E2,PFTrDA,Branched,140,0.4,0.35713789582394334,0.5385114167954118
E2,PFTrDA,Branched,140,0.5,0.37447569014154436,0.555842851276494
E2,PFTrDA,Branched,140,0.6,0.4202156675465558,0.626080467625045
E2,PFTrDA,Branched,140,0.6666666666666666,0.43744184553175236,0.653674936852497
E2,PFTrDA,Branched,140,0.7,0.4392045025963666,0.6552216671977023
E2,PFTrDA,Branched,140,0.8,0.4382858340871041,0.6459352449252743
E2,PFTrDA,Branched,140,0.9,0.4371089737719368,0.6322275241005708
E2,PFTrDA,Linear,140,0.2,0.0,0.0
E2,PFTrDA,Linear,140,0.3,0.12805722572116013,0.19909736431280892
E2,PFTrDA,Linear,140,0.4,0.16416154499253313,0.24534361007197078
E2,PFTrDA,Linear,140,0.5,0.16369822411842072,0.24137594714679625
E2,PFTrDA,Linear,140,0.6,0.1742218941535413,0.25735578347970456
E2,PFTrDA,Linear,140,0.6666666666666666,0.17874861620572316,0.26350058715058244
E2,PFTrDA,Linear,140,0.7,0.17957158090127742,0.26463934124589306
E2,PFTrDA,Linear,140,0.8,0.18082166372957736,0.2651263142372207
E2,PFTrDA,Linear,140,0.9,0.1815555953855845,0.2633738308847807
E2,PFTrDS,Branched,140,0.2,0.0,0.0
E2,PFTrDS,Branched,140,0.3,25.338854134578487,37.38477623536742
E2,PFTrDS,Branched,140,0.4,27.267325582958897,40.07383009061082
E2,PFTrDS,Branched,140,0.5,28.4793496566453,41.44311666776268
E2,PFTrDS,Branched,140,0.6,31.205356121888492,46.13294444998836
E2,PFTrDS,Branched,140,0.6666666666666666,32.54009644792801,48.264955470786326
E2,PFTrDS,Branched,140,0.7,32.75340489242055,48.54747778992604
E2,PFTrDS,Branched,140,0.8,32.92473965868948,48.45065714693991
E2,PFTrDS,Branched,140,0.9,32.951362793258596,47.751766503220736
E2,PFTrDS,Linear,140,0.2,0.0,0.0
E2,PFTrDS,Linear,140,0.3,1.563087704903776,2.4336853499554985
E2,PFTrDS,Linear,140,0.4,2.06732215830886,3.0434579497322116
E2,PFTrDS,Linear,140,0.5,2.104046240374326,3.1036576566547427
E2,PFTrDS,Linear,140,0.6,2.2115178746099,3.251970652007844
E2,PFTrDS,Linear,140,0.6666666666666666,2.2647267150520443,3.3296052229041786
E2,PFTrDS,Linear,140,0.7,2.2739642912165237,3.3435258766495175
E2,PFTrDS,Linear,140,0.8,2.279785261769865,3.353102083477267
E2,PFTrDS,Linear,140,0.9,2.293865696034303,3.3767897530504016
E2,PFUnDA,Branched,140,0.2,0.0,0.0
E2,PFUnDA,Branched,140,0.3,0.21262742093965542,0.336425625797702
E2,PFUnDA,Branched,140,0.4,0.20949985317035622,0.3152247599785401
E2,PFUnDA,Branched,140,0.5,0.22361471610012548,0.3428590559733015
E2,PFUnDA,Branched,140,0.6,0.24959200858006875,0.3881849573405857
E2,PFUnDA,Branched,140,0.6666666666666666,0.2576078727328616,0.3992233288330613
E2,PFUnDA,Branched,140,0.7,0.258074353915898,0.3995019230908547
E2,PFUnDA,Branched,140,0.8,0.25880332372343107,0.4004069588308914
E2,PFUnDA,Branched,140,0.9,0.25755618183996865,0.39739182833373793
E2,PFUnDA,Linear,140,0.2,0.0,0.0
E2,PFUnDA,Linear,140,0.3,0.2408823558660171,0.3806875912502769
E2,PFUnDA,Linear,140,0.4,0.20802491106222085,0.3146054138880548
E2,PFUnDA,Linear,140,0.5,0.2271540059816727,0.3475608304853798
E2,PFUnDA,Linear,140,0.6,0.26146065170897226,0.4016165373565895
E2,PFUnDA,Linear,140,0.6666666666666666,0.2684299058140787,0.4120884002184597
E2,PFUnDA,Linear,140,0.7,0.2687531201769147,0.41228620499109864
E2,PFUnDA,Linear,140,0.8,0.26551760866578505,0.40461159389543655
E2,PFUnDA,Linear,140,0.9,0.2615827439352976,0.3930736100010844
E2,PFUnDS,Branched,140,0.2,0.0,0.0
E2,PFUnDS,Branched,140,0.3,41.57855408883188,61.77795705245499
E2,PFUnDS,Branched,140,0.4,43.22579608311213,64.14646772755397
E2,PFUnDS,Branched,140,0.5,46.18119714617867,67.70660527389454
E2,PFUnDS,Branched,140,0.6,51.35845980723302,76.33424483314124
E2,PFUnDS,Branched,140,0.6666666666666666,53.683159840046166,80.37816197129804
E2,PFUnDS,Branched,140,0.7,54.00344439146227,80.77234100319119
E2,PFUnDS,Branched,140,0.8,54.09396188758413,80.05037747516819
E2,PFUnDS,Branched,140,0.9,54.012366547738544,78.57932533005383
E2,PFUnDS,Linear,140,0.2,0.0,0.0
E2,PFUnDS,Linear,140,0.3,6.881805286784511,10.262343317764225
E2,PFUnDS,Linear,140,0.4,7.400245126992541,10.91384501978442
E2,PFUnDS,Linear,140,0.5,7.795154397621465,11.36014767505337
E2,PFUnDS,Linear,140,0.6,8.5871386512002,12.717021102538563
E2,PFUnDS,Linear,140,0.6666666666666666,8.964729525625955,13.31923439686797
E2,PFUnDS,Linear,140,0.7,9.024008753273916,13.392004187791937
E2,PFUnDS,Linear,140,0.8,9.069516951598155,13.362240646583947
E2,PFUnDS,Linear,140,0.9,9.070457492812698,13.146787460127284
E3,PFBA,Linear,140,0.2,0.0,0.0
E3,PFBA,Linear,140,0.3,81.79099841120656,128.2896084690593
E3,PFBA,Linear,140,0.4,99.31152483550532,146.60298290924933
E3,PFBA,Linear,140,0.5,109.48247007228356,164.307627236031
E3,PFBA,Linear,140,0.6,129.79793677096026,199.4629033054051
E3,PFBA,Linear,140,0.6666666666666666,133.86350559110022,205.01943220093563
E3,PFBA,Linear,140,0.7,133.65837036372008,203.83986401133876
E3,PFBA,Linear,140,0.8,133.451118653789,201.50574794511232
E3,PFBA,Linear,140,0.9,131.92201191525706,194.72419998574844
E3,PFBS,Linear,140,0.2,0.0,0.0
E3,PFBS,Linear,140,0.3,0.23096368256329897,0.3530871585164386
E3,PFBS,Linear,140,0.4,0.2983335720659394,0.4495992386821794
E3,PFBS,Linear,140,0.5,0.3311212228297225,0.5006734789909332
E3,PFBS,Linear,140,0.6,0.39510695619787517,0.6063286285755776
E3,PFBS,Linear,140,0.6666666666666666,0.41254105116452483,0.6329220684286156
E3,PFBS,Linear,140,0.7,0.41136275554956847,0.6287108740132485
E3,PFBS,Linear,140,0.8,0.4069162230597022,0.6134270391200647
E3,PFBS,Linear,140,0.9,0.4012691103505483,0.5884609341126564
E3,PFCAs,Branched,140,0.2,0.0,0.0
E3,PFCAs,Branched,140,0.3,5.12386498987546,7.908882798765048
E3,PFCAs,Branched,140,0.4,6.317215032256662,9.805589993202371
E3,PFCAs,Branched,140,0.5,6.920131602923162,10.7180765416139
E3,PFCAs,Branched,140,0.6,7.896697645397038,12.262216454492611
E3,PFCAs,Branched,140,0.6666666666666666,8.432489823610144,13.134322935181583
E3,PFCAs,Branched,140,0.7,8.462746485004661,13.171980302000952
E3,PFCAs,Branched,140,0.8,8.407574325370295,13.032110483697235
E3,PFCAs,Branched,140,0.9,8.305211402300966,12.790840994927553
E3,PFCAs,Linear,140,0.2,0.0,0.0
E3,PFCAs,Linear,140,0.3,113.7274890550661,173.3016418701561
E3,PFCAs,Linear,140,0.4,157.23690772416154,241.44496461146545
E3,PFCAs,Linear,140,0.5,169.64510973010772,259.4552662055671
E3,PFCAs,Linear,140,0.6,199.50303111798473,308.19644204338465
E3,PFCAs,Linear,140,0.6666666666666666,207.30496647422328,319.77438255899597
E3,PFCAs,Linear,140,0.7,207.30119555767638,319.03747569362247
E3,PFCAs,Linear,140,0.8,205.06450299643953,312.4304432605265
E3,PFCAs,Linear,140,0.9,202.19390053870643,302.93108225304616
E3,PFDA,Branched,140,0.2,0.0,0.0
E3,PFDA,Branched,140,0.3,0.04021519617967373,0.06151053313409509
E3,PFDA,Branched,140,0.4,0.05244428335277485,0.07785459798085054
E3,PFDA,Branched,140,0.5,0.05945638763301129,0.09052440974749879
E3,PFDA,Branched,140,0.6,0.07022355297144144,0.10793320117982601
E3,PFDA,Branched,140,0.6666666666666666,0.07285210257753147,0.11161980374883941
E3,PFDA,Branched,140,0.7,0.07265936396753223,0.11086484289704783
E3,PFDA,Branched,140,0.8,0.0717681477468423,0.10768938033836135
E3,PFDA,Branched,140,0.9,0.07102734140016902,0.10389345455912023
E3,PFDA,Linear,140,0.2,0.0,0.0
E3,PFDA,Linear,140,0.3,0.4536381198983764,0.6585985112714675
E3,PFDA,Linear,140,0.4,0.4826274472155862,0.725601540923564
E3,PFDA,Linear,140,0.5,0.5215165953919676,0.8035382996303422
E3,PFDA,Linear,140,0.6,0.6102401879398874,0.9535576159438576
E3,PFDA,Linear,140,0.6666666666666666,0.6686596181633656,1.0479022170278
E3,PFDA,Linear,140,0.7,0.6748208478224503,1.0578805965381428
E3,PFDA,Linear,140,0.8,0.6723698629104893,1.051874572943955
E3,PFDA,Linear,140,0.9,0.663896541852013,1.0337653767909858
E3,PFDS,Branched,140,0.2,0.0,0.0
E3,PFDS,Branched,140,0.3,54.968350722079215,77.57200162225449
E3,PFDS,Branched,140,0.4,63.89233437640029,94.52615048918493
E3,PFDS,Branched,140,0.5,69.20964065803415,105.09532809460511
E3,PFDS,Branched,140,0.6,81.16943594431662,124.82957099628186
E3,PFDS,Branched,140,0.6666666666666666,85.22555143070576,130.90717151557726
E3,PFDS,Branched,140,0.7,85.47878880715061,131.0045668547084
E3,PFDS,Branched,140,0.8,85.35346211753185,129.8022127899538
E3,PFDS,Branched,140,0.9,84.39690970796613,126.55135924358287
E3,PFDS,Linear,140,0.2,0.0,0.0
E3,PFDS,Linear,140,0.3,47.98091656260204,73.5119067879762
E3,PFDS,Linear,140,0.4,65.20117112311482,97.4519953794809
E3,PFDS,Linear,140,0.5,69.87109501820052,102.80667476136124
E3,PFDS,Linear,140,0.6,83.58213764770288,126.18989177696267
E3,PFDS,Linear,140,0.6666666666666666,87.02843267749142,130.64778506016808
E3,PFDS,Linear,140,0.7,87.66021317562401,131.25147543321455
E3,PFDS,Linear,140,0.8,88.00831921099218,128.20519617964803
E3,PFDS,Linear,140,0.9,88.2040467851361,125.97298818762548
E3,PFDoDA,Branched,140,0.2,0.0,0.0
E3,PFDoDA,Branched,140,0.3,0.3601854663373698,0.5535163805173532
E3,PFDoDA,Branched,140,0.4,0.5531646782324725,0.8777482731338438
