Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFTrDA,Linear,k_elim,18890.330141542243,137.44209741393735,0.9986652905390959
PFTrDA,Linear,k_a,0.03374217815684814,0.1836904411145233,0.0013347094609041361
