Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFDoDA,Linear,k_elim,15704.925723378861,125.31929509608192,0.9998849113876277
PFDoDA,Linear,k_a,0.00020806573491365,0.014424483869922348,0.00011508861237235365
