Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFDoDS,Branched,k_elim,2995.3300953614485,54.729608945811485,0.37750593553008577
PFDoDS,Branched,k_ehc,1445.5995596025728,38.02104101155796,0.26225600608817085
PFDoDS,Branched,k_a,683.5532804969948,26.14485189281046,0.1803381563143125
PFDoDS,Branched,k_feces,680.23500188596,26.081315187044535,0.17989990206743098
