Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFDS,Linear,k_elim,8242.250606981077,90.78684159602138,0.285157743231777
PFDS,Linear,k_ehc,5954.154899176304,77.16317061381228,0.2423663518415379
PFDS,Linear,k_feces,5683.468591918138,75.38878293166788,0.23679307295922972
PFDS,Linear,k_a,5630.297889118183,75.03531094836738,0.23568283196745535
