Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFTrDS,Branched,k_elim,3891.700240328277,62.38349333219708,0.545721367186535
PFTrDS,Branched,k_ehc,347.75722319672616,18.648249869538056,0.16313207021364504
PFTrDS,Branched,k_a,277.69647442686784,16.664227387636902,0.1457761415293322
PFTrDS,Branched,k_feces,276.15286991546736,16.61784793273387,0.1453704210704879
