Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFOS,Linear,k_elim,1833.594394111162,42.820490353464685,0.34466437134613265
PFOS,Linear,k_feces,975.7508836997632,31.23701143995314,0.25142834240832745
PFOS,Linear,k_a,517.0162825669357,22.73799205222255,0.18301928986944777
PFOS,Linear,k_ehc,509.8372382796031,22.579575688652856,0.18174418825547778
PFOS,Linear,k_urine,23.65029905053817,4.86315731295402,0.03914380812061448
