Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFNS,Linear,k_elim,4493.509785275583,67.03364666550361,0.39811240737656484
PFNS,Linear,k_feces,2617.110011085779,51.15769747638941,0.30382524465356703
PFNS,Linear,k_a,630.9567754255963,25.118852987857473,0.1491807104488044
PFNS,Linear,k_ehc,628.4294655951693,25.068495479289723,0.14888163752106362
