Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFOS,Branched,k_elim,2379.8140946570475,48.783338289389825,0.4730730186640388
PFOS,Branched,k_feces,263.32002059421626,16.227138398196285,0.15736154218833945
PFOS,Branched,k_a,251.75279960833143,15.866719875523467,0.15386640871691099
PFOS,Branched,k_ehc,235.93438903770058,15.36015589236322,0.14895403984132263
PFOS,Branched,k_urine,47.37225151501412,6.88275028713189,0.06674499058938817
