Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFHxS,Linear,k_urine,9196.335048140843,95.89752368096292,0.55498117970428
PFHxS,Linear,k_elim,5910.387411829434,76.87904403561113,0.4449168332580278
PFHxS,Linear,k_a,0.0003105619385158039,0.01762276761793686,0.00010198703769238742
