Compound,Isomer,Parameter,Fisher_Diagonal,Local_Sensitivity_S,Local_Sensitivity_S_norm
PFDS,Branched,k_elim,8808.641766135213,93.85436466214671,0.3661099184864433
PFDS,Branched,k_ehc,2972.6402442133035,54.52192443607712,0.21268075686060112
PFDS,Branched,k_feces,2947.7304826439376,54.293005835410675,0.21178778432243822
PFDS,Branched,k_a,2882.2301568769826,53.686405698994065,0.2094215403305174
